protein1 protein2 experimental database textmining combined_score
511145.b0036 511145.b1241 70 0 135 161
511145.b0036 511145.b3165 458 0 0 457
511145.b0036 511145.b2216 215 0 0 215
511145.b0036 511145.b1387 74 0 201 228
511145.b0036 511145.b0015 256 0 0 256
511145.b0036 511145.b1695 129 0 84 168
511145.b0036 511145.b3845 269 152 68 371
511145.b0037 511145.b3319 259 0 0 258
511145.b0037 511145.b3308 251 0 0 250
511145.b0037 511145.b0169 276 0 0 276
511145.b0037 511145.b0506 457 0 0 457
511145.b0037 511145.b3307 251 0 0 250
511145.b0037 511145.b3303 270 0 0 270
511145.b0037 511145.b4029 167 140 0 252
511145.b0037 511145.b0423 250 0 0 250
511145.b0037 511145.b2562 186 0 0 186
511145.b0037 511145.b2284 251 0 0 250
511145.b0037 511145.b1000 279 0 0 279
511145.b0037 511145.b2720 186 0 0 186
511145.b0037 511145.b0799 199 0 0 199
511145.b0037 511145.b0984 167 140 0 252
511145.b0037 511145.b3649 253 0 0 252
511145.b0037 511145.b3342 270 0 0 270
511145.b0037 511145.b3317 457 0 0 457
511145.b0037 511145.b1406 140 57 50 162
511145.b0037 511145.b2195 236 0 0 236
511145.b0037 511145.b0476 192 0 72 218
511145.b0037 511145.b3311 459 0 0 459
511145.b0037 511145.b3527 204 0 0 204
511145.b0037 511145.b0928 210 0 63 228
511145.b0037 511145.b3318 272 0 0 272
511145.b0037 511145.b1378 186 0 0 186
511145.b0037 511145.b0659 446 0 0 446
511145.b0037 511145.b1008 242 0 0 241
511145.b0037 511145.b4309 192 0 72 218
511145.b0037 511145.b1656 281 0 0 281
511145.b0037 511145.b4211 206 0 0 206
511145.b0037 511145.b3295 229 0 0 228
511145.b0037 511145.b2400 206 0 0 206
511145.b0037 511145.b0525 285 0 0 284
511145.b0037 511145.b3312 251 0 0 250
511145.b0037 511145.b3987 217 0 0 217
511145.b0037 511145.b3320 461 0 0 461
511145.b0037 511145.b2283 251 0 0 250
511145.b0037 511145.b1559 279 0 0 279
511145.b0037 511145.b3231 461 0 0 461
511145.b0037 511145.b3305 454 228 44 561
511145.b0037 511145.b2184 253 0 0 252
511145.b0037 511145.b1387 70 0 209 232
511145.b0037 511145.b0015 279 0 0 279
511145.b0037 511145.b3165 269 0 0 269
511145.b0037 511145.b1808 199 0 0 199
511145.b0037 511145.b3001 140 57 50 162
511145.b0037 511145.b3304 272 0 0 272
511145.b0037 511145.b1278 167 140 0 252
511145.b0037 511145.b2488 186 0 0 186
511145.b0037 511145.b3315 269 0 0 269
511145.b0037 511145.b3363 285 0 0 284
511145.b0037 511145.b3321 270 0 0 270
511145.b0037 511145.b3425 250 0 0 250
511145.b0037 511145.b0578 242 0 0 241
511145.b0037 511145.b3310 457 0 0 457
511145.b0037 511145.b2285 251 0 0 250
511145.b0037 511145.b3296 270 0 0 270
511145.b0037 511145.b1765 242 0 0 241
511145.b0037 511145.b0586 272 0 314 479
511145.b0037 511145.b0419 140 57 50 162
511145.b0037 511145.b0851 242 0 0 241
511145.b0037 511145.b0183 251 0 0 250
511145.b0037 511145.b2668 250 0 0 250
511145.b0037 511145.b3301 461 0 0 461
511145.b0037 511145.b3611 250 0 0 250
511145.b0037 511145.b0680 206 0 0 206
511145.b0037 511145.b3152 206 0 0 206
511145.b0037 511145.b1771 140 57 50 162
511145.b0037 511145.b3298 222 0 0 222
511145.b0037 511145.b2281 186 0 0 186
511145.b0037 511145.b0144 206 0 0 206
511145.b0037 511145.b3341 269 0 0 269
511145.b0037 511145.b1411 189 140 48 278
511145.b0037 511145.b3983 454 0 0 454
511145.b0037 511145.b0869 206 0 0 206
511145.b0037 511145.b3294 458 0 0 457
511145.b0037 511145.b3316 251 0 0 250
511145.b0037 511145.b0841 167 140 0 252
511145.b0037 511145.b1308 250 0 0 250
511145.b0037 511145.b1494 204 0 0 204
511145.b0037 511145.b3309 461 0 0 461
511145.b0037 511145.b3908 281 0 0 281
511145.b0037 511145.b3314 251 0 0 250
511145.b0037 511145.b4054 210 0 63 228
511145.b0037 511145.b2834 140 57 50 162
511145.b0037 511145.b3313 251 0 0 250
511145.b0037 511145.b1094 462 0 113 502
511145.b0037 511145.b3186 458 0 0 457
511145.b0038 511145.b4011 188 0 0 188
511145.b0039 511145.b1687 0 0 161 161
511145.b0039 511145.b0036 129 0 84 168
511145.b0039 511145.b1393 129 0 84 168
511145.b0039 511145.b2488 242 0 0 241
511145.b0039 511145.b2281 242 0 0 241
511145.b0039 511145.b0349 242 0 0 241
511145.b0039 511145.b0041 349 0 85 378
511145.b0039 511145.b2770 349 0 85 378
511145.b0039 511145.b2919 129 0 84 168
511145.b0039 511145.b1394 129 0 118 198
511145.b0039 511145.b3846 171 0 202 310
511145.b0039 511145.b1698 355 0 85 384
511145.b0039 511145.b1136 73 0 122 151
511145.b0039 511145.b0042 355 0 85 384
511145.b0039 511145.b2341 171 0 202 310
511145.b0039 511145.b0686 277 0 0 277
511145.b0039 511145.b3412 251 0 0 250
511145.b0039 511145.b1009 277 0 0 277
511145.b0039 511145.b2769 355 0 85 384
511145.b0039 511145.b2720 242 0 0 241
511145.b0039 511145.b2562 242 0 0 241
511145.b0039 511145.b2263 251 0 0 250
511145.b0039 511145.b2286 420 0 0 420
511145.b0039 511145.b1378 242 0 0 241
511145.b0039 511145.b1387 64 0 281 298
511145.b0039 511145.b2287 199 0 0 199
511145.b0039 511145.b1697 349 0 85 378
511145.b0039 511145.b2905 147 0 132 227
511145.b0041 511145.b3690 264 0 0 264
511145.b0041 511145.b2488 225 0 0 224
511145.b0041 511145.b3081 761 0 0 761
511145.b0041 511145.b2468 257 0 0 256
511145.b0041 511145.b0221 349 0 85 378
511145.b0041 511145.b0794 457 0 0 457
511145.b0041 511145.b1687 225 0 0 224
511145.b0041 511145.b4187 349 0 85 378
511145.b0041 511145.b2562 225 0 0 224
511145.b0041 511145.b0039 349 0 85 378
511145.b0041 511145.b4468 225 0 0 224
511145.b0041 511145.b2720 225 0 0 224
511145.b0041 511145.b2878 761 0 194 799
511145.b0041 511145.b2769 454 251 95 597
511145.b0041 511145.b3781 158 0 0 157
511145.b0041 511145.b2208 283 0 135 353
511145.b0041 511145.b0043 264 0 0 264
511145.b0041 511145.b2281 225 0 0 224
511145.b0041 511145.b2887 257 0 0 256
511145.b0041 511145.b0042 516 251 102 646
511145.b0041 511145.b1378 225 0 0 224
511145.b0041 511145.b2146 257 0 0 256
511145.b0041 511145.b1699 264 0 0 264
511145.b0041 511145.b1698 454 251 102 600
511145.b0041 511145.b3213 257 0 0 256
511145.b0041 511145.b2133 225 0 0 224
511145.b0041 511145.b2766 264 0 0 264
511145.b0041 511145.b2767 274 0 95 314
511145.b0041 511145.b0044 274 0 95 314
511145.b0041 511145.b2979 225 0 0 224
511145.b0041 511145.b4463 225 0 0 224
511145.b0041 511145.b1650 283 0 0 282
511145.b0041 511145.b1094 152 0 0 151
511145.b0041 511145.b1695 349 0 85 378
511145.b0041 511145.b1700 274 0 95 314
511145.b0042 511145.b2146 199 0 0 199
511145.b0042 511145.b1699 214 0 0 214
511145.b0042 511145.b2887 199 0 0 199
511145.b0042 511145.b3213 199 0 0 199
511145.b0042 511145.b0044 274 0 95 314
511145.b0042 511145.b1697 454 251 102 600
511145.b0042 511145.b2767 274 0 95 314
511145.b0042 511145.b3418 256 0 0 256
511145.b0042 511145.b2133 225 0 0 224
511145.b0042 511145.b2766 214 0 0 214
511145.b0042 511145.b1700 274 0 95 314
511145.b0042 511145.b1695 355 0 85 384
511145.b0042 511145.b1650 243 0 0 242
511145.b0042 511145.b1094 176 0 118 242
511145.b0042 511145.b2979 225 0 0 224
511145.b0042 511145.b4463 225 0 0 224
511145.b0042 511145.b0221 355 0 85 384
511145.b0042 511145.b3236 73 0 139 167
511145.b0042 511145.b2468 199 0 0 199
511145.b0042 511145.b2988 508 0 0 508
511145.b0042 511145.b3081 548 0 0 548
511145.b0042 511145.b3690 214 0 0 214
511145.b0042 511145.b4187 355 0 85 384
511145.b0042 511145.b1687 225 0 0 224
511145.b0042 511145.b2878 199 0 0 199
511145.b0042 511145.b2770 454 251 102 600
511145.b0042 511145.b3910 508 0 0 508
511145.b0042 511145.b4468 225 0 0 224
511145.b0042 511145.b0039 355 0 85 384
511145.b0042 511145.b0043 214 0 0 214
511145.b0042 511145.b0041 516 251 102 646
511145.b0043 511145.b2767 264 0 0 264
511145.b0043 511145.b1697 264 0 0 264
511145.b0043 511145.b2770 264 0 0 264
511145.b0043 511145.b0587 343 0 0 343
511145.b0043 511145.b0044 264 0 0 264
511145.b0043 511145.b2769 214 0 0 214
511145.b0043 511145.b0041 264 0 0 264
511145.b0043 511145.b1700 264 0 0 264
511145.b0043 511145.b0042 214 0 0 214
511145.b0043 511145.b1698 214 0 0 214
511145.b0044 511145.b3690 264 0 0 264
511145.b0044 511145.b2542 508 0 0 508
511145.b0044 511145.b0600 457 0 0 457
511145.b0044 511145.b0052 155 0 0 154
511145.b0044 511145.b0520 0 0 741 741
511145.b0044 511145.b2770 274 0 95 314
511145.b0044 511145.b2769 274 0 95 314
511145.b0044 511145.b0041 274 0 95 314
511145.b0044 511145.b0882 457 0 0 457
511145.b0044 511145.b0984 0 0 748 748
511145.b0044 511145.b0043 264 0 0 264
511145.b0044 511145.b0042 274 0 95 314
511145.b0044 511145.b2745 169 0 0 169
511145.b0044 511145.b1699 264 0 0 264
511145.b0044 511145.b1698 274 0 95 314
511145.b0044 511145.b0759 508 0 0 508
511145.b0044 511145.b2766 264 0 0 264
511145.b0044 511145.b1697 274 0 95 314
511145.b0044 511145.b3389 457 0 0 457
511145.b0044 511145.b3481 508 0 0 508
511145.b0046 511145.b0698 0 540 0 540
511145.b0046 511145.b4513 0 540 0 540
511145.b0046 511145.b0696 0 540 0 540
511145.b0046 511145.b0047 618 540 425 890
511145.b0046 511145.b3350 0 540 101 568
511145.b0046 511145.b1900 162 0 0 161
511145.b0046 511145.b0697 0 540 0 540
511145.b0046 511145.b0197 173 0 0 173
511145.b0046 511145.b3351 0 540 0 540
511145.b0047 511145.b3350 0 540 0 540
511145.b0047 511145.b1078 280 0 0 280
511145.b0047 511145.b0046 618 540 425 890
511145.b0047 511145.b0696 0 540 0 540
511145.b0047 511145.b1430 160 0 0 159
511145.b0047 511145.b0440 154 0 0 153
511145.b0047 511145.b1712 154 0 0 153
511145.b0047 511145.b4513 0 540 0 540
511145.b0047 511145.b0437 173 0 0 173
511145.b0047 511145.b0698 0 540 0 540
511145.b0047 511145.b0912 154 0 0 153
511145.b0047 511145.b4306 160 0 0 159
511145.b0047 511145.b3351 0 540 101 568
511145.b0047 511145.b4065 0 0 315 315
511145.b0047 511145.b0697 0 540 0 540
511145.b0047 511145.b1661 160 0 0 159
511145.b0047 511145.b4000 154 0 0 153
511145.b0048 511145.b1566 457 0 0 457
511145.b0048 511145.b0772 180 0 0 179
511145.b0048 511145.b1606 0 900 0 900
511145.b0048 511145.b4006 0 0 284 284
511145.b0048 511145.b3754 173 0 0 173
511145.b0048 511145.b4359 173 0 0 173
511145.b0048 511145.b4143 59 0 283 296
511145.b0048 511145.b3177 0 0 283 282
511145.b0048 511145.b1623 0 0 217 217
511145.b0048 511145.b2827 0 0 372 372
511145.b0048 511145.b0424 152 0 0 151
511145.b0048 511145.b2551 0 0 286 286
511145.b0049 511145.b4143 340 0 0 340
511145.b0049 511145.b0649 220 0 0 220
511145.b0049 511145.b1009 455 0 0 455
511145.b0049 511145.b3648 460 0 0 459
511145.b0049 511145.b3649 214 0 0 214
511145.b0049 511145.b3887 159 0 0 158
511145.b0049 511145.b0059 464 0 170 536
511145.b0049 511145.b3412 455 0 0 455
511145.b0049 511145.b3988 247 0 0 246
511145.b0049 511145.b0797 129 0 104 186
511145.b0049 511145.b3985 306 0 0 306
511145.b0049 511145.b2022 286 0 0 286
511145.b0049 511145.b0686 455 0 0 455
511145.b0049 511145.b4006 177 0 0 177
511145.b0049 511145.b3486 204 64 0 223
511145.b0049 511145.b2069 275 0 0 275
511145.b0049 511145.b3320 302 0 0 302
511145.b0049 511145.b2708 201 0 0 201
511145.b0049 511145.b0646 220 0 0 220
511145.b0049 511145.b3987 219 0 95 262
511145.b0049 511145.b3256 161 0 0 161
511145.b0049 511145.b0474 472 0 0 472
511145.b0049 511145.b3207 245 264 142 481
511145.b0049 511145.b3639 282 0 0 282
511145.b0049 511145.b2032 190 0 68 212
511145.b0049 511145.b2050 190 0 68 212
511145.b0049 511145.b2263 455 0 0 455
511145.b0049 511145.b0525 183 0 0 183
511145.b0049 511145.b3295 260 0 0 260
511145.b0049 511145.b0318 730 767 142 941
511145.b0049 511145.b3347 557 0 132 599
511145.b0049 511145.b3631 190 0 68 212
511145.b0049 511145.b4065 310 0 0 309
511145.b0049 511145.b1779 156 0 0 155
511145.b0049 511145.b2275 220 0 0 220
511145.b0049 511145.b3532 220 0 0 220
511145.b0049 511145.b4207 557 0 132 599
511145.b0049 511145.b2576 129 0 104 186
511145.b0049 511145.b0349 455 0 0 455
511145.b0049 511145.b4179 223 0 89 261
511145.b0049 511145.b0014 275 0 0 275
511145.b0049 511145.b2274 220 0 0 220
511145.b0049 511145.b3363 183 0 0 183
511145.b0049 511145.b2237 245 264 142 481
511145.b0049 511145.b0650 275 0 0 275
511145.b0049 511145.b3630 190 0 68 212
511145.b0049 511145.b2072 70 0 280 301
511145.b0049 511145.b2514 150 0 185 277
511145.b0049 511145.b1343 129 0 104 186
511145.b0049 511145.b2522 220 0 0 220
511145.b0049 511145.b0794 204 64 0 223
511145.b0049 511145.b2526 275 0 0 275
511145.b0049 511145.b2034 190 0 68 212
511145.b0049 511145.b2044 190 0 68 212
511145.b0049 511145.b2057 190 0 68 212
511145.b0049 511145.b3162 129 0 104 186
511145.b0049 511145.b3780 129 0 104 186
511145.b0049 511145.b2851 220 0 0 220
511145.b0049 511145.b0127 204 64 0 223
511145.b0049 511145.b2779 462 0 0 462
511145.b0049 511145.b1411 73 0 293 316
511145.b0049 511145.b3628 190 0 68 212
511145.b0051 511145.b3314 882 0 0 881
511145.b0051 511145.b4475 493 0 0 493
511145.b0051 511145.b0911 369 0 0 369
511145.b0051 511145.b0148 285 0 0 284
511145.b0051 511145.b3297 897 0 0 897
511145.b0051 511145.b2696 0 0 626 626
511145.b0051 511145.b4200 862 0 0 861
511145.b0051 511145.b3316 886 0 0 886
511145.b0051 511145.b3341 898 0 0 897
511145.b0051 511145.b3065 800 0 0 800
511145.b0051 511145.b2609 862 0 0 861
511145.b0051 511145.b4179 256 0 0 256
511145.b0051 511145.b3298 897 0 0 896
511145.b0051 511145.b3230 862 0 154 878
511145.b0051 511145.b2518 245 0 0 244
511145.b0051 511145.b1804 260 0 0 260
511145.b0051 511145.b3296 891 0 0 890
511145.b0051 511145.b3306 893 0 0 893
511145.b0051 511145.b3363 172 0 0 171
511145.b0051 511145.b3321 904 0 0 904
511145.b0051 511145.b1092 454 0 0 454
511145.b0051 511145.b3165 905 0 0 904
511145.b0051 511145.b3170 900 0 0 900
511145.b0051 511145.b4202 800 0 0 800
511145.b0051 511145.b0525 172 0 0 171
511145.b0051 511145.b3863 0 0 314 313
511145.b0051 511145.b3342 896 0 0 896
511145.b0051 511145.b2566 631 0 0 631
511145.b0051 511145.b3311 896 0 0 895
511145.b0051 511145.b3166 0 0 445 444
511145.b0051 511145.b4143 74 0 213 240
511145.b0051 511145.b3303 904 0 0 904
511145.b0051 511145.b3307 896 0 0 895
511145.b0051 511145.b0023 800 0 88 809
511145.b0051 511145.b2517 0 0 416 416
511145.b0051 511145.b1413 285 0 0 284
511145.b0051 511145.b3319 465 0 0 465
511145.b0051 511145.b0029 0 0 249 248
511145.b0051 511145.b0169 899 0 0 898
511145.b0052 511145.b0044 155 0 0 154
511145.b0052 511145.b2564 0 0 376 376
511145.b0053 511145.b3981 0 0 473 473
511145.b0053 511145.b0525 55 142 0 154
511145.b0053 511145.b2512 526 0 0 526
511145.b0053 511145.b0177 526 0 714 858
511145.b0053 511145.b3987 151 0 0 150
511145.b0053 511145.b3300 0 0 464 463
511145.b0053 511145.b2215 0 0 209 209
511145.b0053 511145.b1256 0 0 267 266
511145.b0053 511145.b0957 0 0 366 366
511145.b0053 511145.b0098 0 0 702 702
511145.b0053 511145.b1078 246 0 0 245
511145.b0053 511145.b1202 212 0 0 212
511145.b0053 511145.b3363 55 142 0 154
511145.b0053 511145.b3414 0 0 313 313
511145.b0053 511145.b0814 0 0 391 390
511145.b0053 511145.b0161 0 0 396 395
511145.b0053 511145.b0827 178 0 132 255
511145.b0054 511145.b3200 526 900 942 996
511145.b0054 511145.b3199 0 900 570 955
511145.b0054 511145.b4143 201 0 0 201
511145.b0054 511145.b4261 0 900 563 954
511145.b0054 511145.b0093 0 0 265 265
511145.b0054 511145.b3201 0 900 794 978
511145.b0054 511145.b4262 0 900 642 962
511145.b0054 511145.b0641 955 900 977 999
511145.b0055 511145.b2529 337 0 0 337
511145.b0055 511145.b0014 72 0 372 392
511145.b0055 511145.b2614 0 82 285 315
511145.b0055 511145.b2526 72 0 139 166
511145.b0055 511145.b0650 72 0 139 166
511145.b0058 511145.b3363 284 0 0 284
511145.b0058 511145.b4022 0 0 437 437
511145.b0058 511145.b3310 374 0 0 374
511145.b0058 511145.b1343 225 0 0 224
511145.b0058 511145.b3865 459 0 0 459
511145.b0058 511145.b3651 280 0 0 280
511145.b0058 511145.b3301 426 0 0 426
511145.b0058 511145.b2576 225 0 0 224
511145.b0058 511145.b0637 457 0 0 457
511145.b0058 511145.b2581 280 0 0 280
511145.b0058 511145.b2745 459 0 0 459
511145.b0058 511145.b0885 151 0 0 150
511145.b0058 511145.b3294 456 0 0 456
511145.b0058 511145.b3983 453 0 0 453
511145.b0058 511145.b3309 374 0 0 374
511145.b0058 511145.b3162 225 0 0 224
511145.b0058 511145.b3186 456 0 0 456
511145.b0058 511145.b3780 225 0 0 224
511145.b0058 511145.b1094 459 0 0 459
511145.b0058 511145.b0398 155 0 0 154
511145.b0058 511145.b0797 225 0 0 224
511145.b0058 511145.b4180 280 0 0 280
511145.b0058 511145.b1000 283 0 0 282
511145.b0058 511145.b3706 459 0 0 459
511145.b0058 511145.b0525 284 0 0 284
511145.b0058 511145.b1559 283 0 0 282
511145.b0058 511145.b3320 395 0 0 394
511145.b0058 511145.b0015 283 0 0 282
511145.b0058 511145.b3231 416 0 0 416
511145.b0059 511145.b0231 326 106 135 433
511145.b0059 511145.b3987 961 753 0 990
511145.b0059 511145.b2066 76 769 99 790
511145.b0059 511145.b4109 177 0 48 183
511145.b0059 511145.b0049 464 0 170 536
511145.b0059 511145.b2069 279 0 102 324
511145.b0059 511145.b3780 238 225 113 430
511145.b0059 511145.b2779 463 0 0 463
511145.b0059 511145.b3983 42 259 0 259
511145.b0059 511145.b2275 155 200 66 313
511145.b0059 511145.b1274 281 0 0 281
511145.b0059 511145.b1763 281 0 0 281
511145.b0059 511145.b3340 197 0 0 197
511145.b0059 511145.b1343 238 225 113 430
511145.b0059 511145.b2522 155 200 66 313
511145.b0059 511145.b3030 248 0 99 293
511145.b0059 511145.b3699 248 0 99 293
511145.b0059 511145.b1808 73 474 143 545
511145.b0059 511145.b2184 64 761 285 826
511145.b0059 511145.b3982 396 0 0 396
511145.b0059 511145.b0474 453 0 0 453
511145.b0059 511145.b3295 957 757 124 989
511145.b0059 511145.b0318 463 78 153 544
511145.b0059 511145.b3407 273 0 0 273
511145.b0059 511145.b3988 940 246 0 953
511145.b0059 511145.b0797 238 225 113 430
511145.b0059 511145.b2851 155 200 66 313
511145.b0059 511145.b0398 254 0 0 254
511145.b0059 511145.b2798 273 624 144 745
511145.b0059 511145.b0014 279 0 102 324
511145.b0059 511145.b2274 155 200 66 313
511145.b0059 511145.b0646 155 200 66 313
511145.b0059 511145.b0948 158 0 0 157
511145.b0059 511145.b0060 78 0 286 313
511145.b0059 511145.b3648 453 68 0 468
511145.b0059 511145.b0397 152 0 0 151
511145.b0059 511145.b3701 455 394 0 655
511145.b0059 511145.b3783 0 0 224 224
511145.b0059 511145.b3309 74 128 0 158
511145.b0059 511145.b1184 221 106 135 344
511145.b0059 511145.b1411 43 0 224 225
511145.b0059 511145.b2733 73 0 285 308
511145.b0059 511145.b3822 337 0 281 502
511145.b0059 511145.b2699 390 0 286 545
511145.b0059 511145.b3863 295 624 316 802
511145.b0059 511145.b3207 76 102 150 233
511145.b0059 511145.b3318 75 128 0 158
511145.b0059 511145.b0799 73 474 143 545
511145.b0059 511145.b3732 195 0 141 278
511145.b0059 511145.b0649 155 200 66 313
511145.b0059 511145.b3649 967 758 135 992
511145.b0059 511145.b0119 440 0 0 440
511145.b0059 511145.b2526 279 0 102 324
511145.b0059 511145.b3162 238 225 113 430
511145.b0059 511145.b3169 451 0 0 451
511145.b0059 511145.b1120 78 73 101 164
511145.b0059 511145.b3532 155 200 66 313
511145.b0059 511145.b2576 238 225 113 430
511145.b0059 511145.b2237 76 102 150 233
511145.b0059 511145.b0650 279 0 102 324
511145.b0060 511145.b0799 66 269 0 288
511145.b0060 511145.b2733 76 0 286 312
511145.b0060 511145.b3532 231 62 63 265
511145.b0060 511145.b2275 231 62 63 265
511145.b0060 511145.b2567 0 0 195 195
511145.b0060 511145.b0649 231 62 63 265
511145.b0060 511145.b3701 744 768 627 975
511145.b0060 511145.b0059 78 0 286 313
511145.b0060 511145.b2274 231 62 63 265
511145.b0060 511145.b3822 0 0 208 208
511145.b0060 511145.b3988 203 0 0 203
511145.b0060 511145.b2522 231 62 63 265
511145.b0060 511145.b1282 162 0 0 161
511145.b0060 511145.b2699 58 0 283 295
511145.b0060 511145.b0231 463 540 144 770
511145.b0060 511145.b3030 75 0 119 150
511145.b0060 511145.b1099 74 762 286 828
511145.b0060 511145.b3699 75 0 119 150
511145.b0060 511145.b0646 231 62 63 265
511145.b0060 511145.b0215 0 0 176 175
511145.b0060 511145.b3560 171 0 0 171
511145.b0060 511145.b2819 211 0 0 211
511145.b0060 511145.b1808 66 269 0 288
511145.b0060 511145.b2851 231 62 63 265
511145.b0060 511145.b1184 463 540 144 770
511145.b0060 511145.b3863 422 579 317 819
511145.b0060 511145.b4052 0 0 350 349
511145.b0060 511145.b2798 422 579 148 774
511145.b0060 511145.b2272 211 0 0 211
511145.b0061 511145.b3583 0 900 0 900
511145.b0061 511145.b4198 0 900 0 900
511145.b0064 511145.b1735 508 0 0 508
511145.b0064 511145.b3905 508 0 0 508
511145.b0064 511145.b1837 156 0 0 155
511145.b0064 511145.b3067 508 0 0 508
511145.b0064 511145.b2382 508 0 0 508
511145.b0064 511145.b4043 508 0 0 508
511145.b0064 511145.b2664 0 0 191 191
511145.b0064 511145.b3811 457 0 0 457
511145.b0065 511145.b0211 155 0 0 154
511145.b0066 511145.b1858 0 540 0 540
511145.b0066 511145.b1516 0 540 0 540
511145.b0066 511145.b3540 0 540 0 540
511145.b0066 511145.b0810 0 540 0 540
511145.b0066 511145.b0262 0 360 0 360
511145.b0066 511145.b1709 0 540 0 540
511145.b0066 511145.b3269 0 540 0 540
511145.b0066 511145.b2307 0 540 0 540
511145.b0066 511145.b4288 0 540 0 540
511145.b0066 511145.b0697 0 540 0 540
511145.b0066 511145.b1329 0 540 0 540
511145.b0066 511145.b0856 0 540 0 540
511145.b0066 511145.b0811 0 540 0 540
511145.b0066 511145.b2306 0 540 0 540
511145.b0066 511145.b0765 0 540 0 540
